RefSeq_ID	Gene_Symbol	Chromosome	Start	End	Expression Breadth	RPKM	Housekeeping?	
NM_021214	FAM108C1	chr15	80987652	81047962	30	7.08287	Yes	
NR_030352	MIR621	chr13	41384902	41384997	12	2.62714e-19	No	
NM_001080418	DLGAP3	chr1	35331037	35370984	26	0.0683932	No	
NM_004719	SCAF11	chr12	46312914	46384401	31	23.7572	Yes	
NM_013247	HTRA2	chr2	74756532	74760683	30	6.80511	Yes	
NM_181353	ID1	chr20	30193086	30194317	30	122.286	No	
NM_014502	PRPF19	chr11	60658020	60674061	31	27.6219	Yes	
NM_001977	ENPEP	chr4	111397229	111484493	27	0.0965872	No	
NM_001174071	SERINC5	chr5	79407050	79551898	31	4.60627	Yes	
NM_004388	CTBS	chr1	85018804	85040163	30	14.1364	Yes	
NM_001037582	SCD5	chr4	83550690	83720010	30	12.5304	Yes	
NM_001256265	FLII	chr17	18148131	18162230	31	36.947	Yes	
NM_172002	HSCB	chr22	29138043	29153496	31	8.11372	Yes	
NM_001079823	LAMA2	chr6	129204286	129837710	28	53.0153	No	
NM_001412	EIF1AX	chrX	20142636	20159966	31	9.14112	Yes	
NM_144564	SLC39A3	chr19	2732523	2740074	31	12.7485	Yes	
NM_020378	NAT14	chr19	55996557	55998935	31	18.9782	Yes	
NM_004161	RAB1A	chr2	65313988	65357435	31	83.243	Yes	
NM_006931	SLC2A3	chr12	8071824	8088892	31	19.2089	Yes	
NR_002776	MCM3AP-AS1	chr21	47649158	47671604	29	0.328967	No	
NR_039924	MIR4767	chrX	7065901	7065978	2	434.622	No	
NM_005957	MTHFR	chr1	11845787	11866160	31	3.53091	Yes	
NM_017582	UBE2Q1	chr1	154521051	154531120	31	24.448	Yes	
NR_037567	MRPL49	chr11	64889655	64894841	31	18.3438	Yes	
NM_032860	LTV1	chr6	144164508	144184943	30	14.371	Yes	
NM_006612	KIF1C	chr17	4901243	4931694	31	25.7983	Yes	
NM_007059	KPTN	chr19	47978400	47987521	31	2.6505	Yes	
NM_006793	PRDX3	chr10	120927215	120938345	31	86.0794	Yes	
NM_175063	EMC10	chr19	50979736	50986608	31	48.1862	Yes	
NM_001042388	PPP4R1	chr18	9546789	9614605	30	23.6375	Yes	
NM_002588	PCDHGC3	chr5	140855569	140892546	31	24.7874	Yes	
NM_145805	ISL2	chr15	76629147	76634816	20	5.66095	No	
NM_014064	NTMT1	chr9	132388435	132397879	30	17.6863	Yes	
NM_001014440	ODF3B	chr22	50968838	50971008	28	3.02051	No	
NR_047692	PIGT	chr20	44044707	44054885	31	70.4489	Yes	
NM_001142627	SEC61A2	chr10	12171640	12211957	31	4.18092	Yes	
NM_001014835	PAK4	chr19	39616420	39670046	31	5.53916	Yes	
NR_002201	FTH1P3	chr2	27615490	27616443	25	4.62742	No	
NM_001199653	PMF1	chr1	156182779	156209868	31	15.7324	Yes	
NM_002013	FKBP3	chr14	45584802	45603732	31	44.1288	Yes	
NR_037192	ABHD14A-ACY1	chr3	52009042	52023218	31	3.91162	Yes	
NM_001080976	DSE	chr6	116601283	116759442	31	29.9852	Yes	
NM_001142771	PCDH15	chr10	55562533	56561051	19	0.0415775	No	
NM_001001503	NDUFV3	chr21	44313378	44329773	30	13.2923	Yes	
NM_032726	PLCD4	chr2	219472488	219501909	31	0.610285	Yes	
NM_001160246	RPAIN	chr17	5322961	5336340	31	14.3119	Yes	
NM_014335	EID1	chr15	49170290	49172380	31	105.326	Yes	
NM_032043	BRIP1	chr17	59756547	59940920	28	1.04616	No	
NM_152882	PTK7	chr6	43044006	43129458	30	144.29	Yes	
NM_015475	FAM98A	chr2	33808729	33824362	31	27.3169	Yes	
NM_006101	NDC80	chr18	2571510	2616634	30	3.05677	No	
NR_027257	FLJ26850	chr19	50553937	50570052	15	0.375605	No	
NM_178229	IQGAP3	chr1	156495197	156542396	30	1.3452	No	
NM_021912	GABRB3	chr15	26788694	27018935	24	0.823545	No	
NM_001242812	LOC284385	chr19	9732158	9745538	30	3.12283	Yes	
NM_018903	PCDHA12	chr5	140254931	140391929	27	2.58365e-56	No	
NM_018347	AP5S1	chr20	3801171	3805954	30	5.01774	Yes	
NM_001190470	MTRNR2L2	chr5	79945819	79946854	26	1.11236	No	
NM_002969	MAPK12	chr22	50691331	50700089	29	10.1506	Yes	
NM_001197323	HIRIP3	chr16	30003642	30007417	30	3.15504	Yes	
NM_001166	BIRC2	chr11	102217913	102249401	31	29.4068	Yes	
NM_001128931	NAF1	chr4	164047860	164088073	31	5.35517	Yes	
NM_178148	SLC35B2	chr6	44221838	44225283	31	46.749	Yes	
NM_004229	MED14	chrX	40508795	40594804	31	6.76782	Yes	
NM_022090	C5orf54	chr5	159820155	159827060	30	2.48885	No	
NM_001001555	GRB10	chr7	50657760	50861159	30	11.0409	Yes	
NM_019610	RBMXL1	chr1	89445139	89458643	31	2.29249	Yes	
NM_003450	ZNF174	chr16	3451190	3459364	30	4.16403	Yes	
NM_001177598	THPO	chr3	184089773	184095932	22	0.14602	No	
NM_000104	CYP1B1	chr2	38294746	38303323	30	1.16879	Yes	
NM_024334	TMEM43	chr3	14166440	14185180	31	61.5671	Yes	
NM_018948	ERRFI1	chr1	8071779	8086393	29	18.2726	No	
NM_001093728	TCP11	chr6	35085849	35109187	19	0.147168	No	
NM_001080836	MEIG1	chr10	15001438	15014850	16	0.549568	No	
NM_207009	FAM45A	chr10	120863611	120897223	30	9.03861	Yes	
NM_152363	ANKLE1	chr19	17392454	17398454	29	0.153584	No	
NM_182493	MYLK3	chr16	46736194	46782221	26	0.0890588	No	
NM_015077	SARM1	chr17	26698987	26728065	29	1.63419	Yes	
NM_053275	RPLP0	chr12	120634503	120639014	31	851.695	Yes	
NM_016564	CEND1	chr11	787110	790126	24	0.641812	No	
NR_023319	ADPGK	chr15	73043708	73076126	30	27.7862	Yes	
NM_014941	MORC2	chr22	31322600	31364187	31	7.11003	Yes	
NM_014629	ARHGEF10	chr8	1772149	1906807	30	8.97666	Yes	
NM_172071	RC3H1	chr1	173900352	173962210	31	1.88667	Yes	
NM_001537	HSBP1	chr16	83841508	83846607	31	49.6448	Yes	
NM_001305	CLDN4	chr7	73245193	73247015	27	0.142911	No	
NM_014708	KNTC1	chr12	123011809	123110947	31	1.53999	Yes	
NM_017998	C9orf40	chr9	77561499	77567802	31	3.27261	Yes	
NR_024549	DMTF1	chr7	86781677	86825648	31	15.0878	Yes	
NM_001258374	EPS15L1	chr19	16466055	16582823	31	6.80609	Yes	
NM_033142	CGB7	chr19	49557531	49558997	16	0.684529	No	
NM_021110	COL14A1	chr8	121137347	121384273	25	0.110882	No	
NM_001099678	LRRC58	chr3	120043576	120068186	31	5.50671	Yes	
NM_001135217	LRRC23	chr12	7013897	7023406	30	3.28771	Yes	
NM_001004431	METRNL	chr17	81037567	81052591	30	47.177	Yes	
NM_015457	ZDHHC5	chr11	57435474	57468659	31	27.6205	Yes	
NM_017704	ANKRD49	chr11	94227153	94232744	30	7.88928	Yes	
NM_022372	MLST8	chr16	2255178	2259418	31	14.0319	Yes	
NM_001515	GTF2H2	chr5	70330951	70363497	28	0.264881	No	
NM_003087	SNCG	chr10	88718288	88723017	29	1.85989	No	
NM_014183	DYNLRB1	chr20	33104204	33128762	31	139.495	Yes	
NM_173517	VKORC1L1	chr7	65338257	65419800	31	13.2634	Yes	
NM_012459	TIMM8B	chr11	111955539	111957522	31	17.0196	Yes	
NM_139055	ADAMTS15	chr11	130318869	130346539	28	1.86047	No	
NM_024524	ATP13A3	chr3	194123403	194188968	31	33.3551	Yes	
NM_002028	FNTB	chr14	65453507	65529370	31	3.82351	Yes	
NM_006406	PRDX4	chrX	23685645	23704514	31	145.535	Yes	
NM_005603	ATP8B1	chr18	55313659	55470327	29	23.085	No	
NM_001135637	PIP5K1A	chr1	151171021	151222007	31	27.2667	Yes	
NM_194249	DND1	chr5	140050381	140053171	30	2.15	Yes	
NM_018233	OGFOD1	chr16	56485424	56511407	31	17.9118	Yes	
NM_001302	CORT	chr1	10509776	10512060	28	2.16518e-64	No	
NM_030957	ADAMTS10	chr19	8645126	8675588	27	2.86852	No	
NM_001129979	SYCE1L	chr16	77233349	77246976	27	0.721296	No	
NM_199482	MOB4	chr2	198380295	198418423	31	14.416	Yes	
NM_001198951	RNF103	chr2	86830516	86851000	31	15.5774	Yes	
NM_001098786	HILPDA	chr7	128095884	128098472	31	14.3047	Yes	
NM_020647	JPH1	chr8	75146939	75233562	23	0.0554988	No	
NM_003870	IQGAP1	chr15	90931473	91045475	31	53.699	Yes	
NM_182633	ZNF713	chr7	55980331	56008433	29	0.372983	Yes	
NM_002305	LGALS1	chr22	38071613	38075809	31	2650.26	Yes	
NR_037675	PRR24	chr19	47777659	47778980	29	9.02825	Yes	
NR_038399	LOC100132735	chr6	140092210	140181608	10	5.51898	No	
NM_001271610	STX10	chr19	13254872	13261188	31	21.9852	Yes	
NM_080701	TREX2	chrX	152710178	152711945	24	0.660435	No	
NM_032342	TMEM246	chr9	104237608	104249475	27	12.6427	No	
NM_001014279	ANXA2R	chr5	43039182	43040447	28	0.435729	No	
NM_001161440	PTPRH	chr19	55692615	55720874	26	0.559176	No	
NR_033645	LMF1	chr16	903635	1031318	30	6.53097	Yes	
NM_005250	FOXL1	chr16	86612115	86615304	23	2.78951	No	
NM_021209	NLRC4	chr2	32449518	32490812	29	0.228403	No	
NM_024099	C11orf48	chr11	62430289	62439241	30	12.0247	Yes	
NM_001166293	SSX2IP	chr1	85109390	85156240	31	4.95407	Yes	
NM_001040183	CLDND1	chr3	98234317	98241910	31	27.4079	Yes	
NM_001171948	KXD1	chr19	18668572	18680197	31	35.7786	Yes	
NM_032045	KREMEN1	chr22	29469066	29564321	31	1.40369	Yes	
NM_014632	MICAL2	chr11	12132138	12285331	30	14.1913	Yes	
NM_181742	ORC4	chr2	148687966	148779173	31	4.09151	Yes	
NR_027335	LOC100130015	chr16	90106169	90114191	30	3.36304	Yes	
NM_020299	AKR1B10	chr7	134212344	134226166	21	0.166216	No	
NM_031297	RNF208	chr9	140114699	140115775	28	2.38528	No	
NM_001270661	MARCH6	chr5	10353751	10440500	31	27.5905	Yes	
NM_002696	POLR2G	chr11	62529011	62534187	31	49.3444	Yes	
NM_001042422	SLC16A3	chr17	80186282	80197375	31	167.208	Yes	
NM_004052	BNIP3	chr10	133781204	133795435	30	172.747	Yes	
NM_006373	VAT1	chr17	41166622	41174459	31	77.2757	Yes	
NM_033109	PNPT1	chr2	55861198	55921045	31	6.97954	Yes	
NM_018691	FAM114A2	chr5	153371269	153418497	31	10.2891	Yes	
NM_144990	SLFNL1	chr1	41481269	41487427	27	0.387994	No	
NM_018085	IPO9	chr1	201798288	201853422	31	7.44973	Yes	
NR_047558	ZNF32-AS2	chr10	44141390	44143467	29	3.9607	Yes	
NM_152240	ZMAT3	chr3	178735011	178789656	31	13.3074	Yes	
NM_005891	ACAT2	chr6	160182989	160200087	31	2.06123	Yes	
NM_001242797	ZNF322	chr6	26634611	26659980	30	0.852667	Yes	
NM_024104	SMIM7	chr19	16756959	16770968	31	26.9176	Yes	
NM_001256648	ZNF43	chr19	21987751	22034870	29	0.938194	Yes	
NM_016395	PTPLAD1	chr15	65822827	65870693	31	34.891	Yes	
NM_001505	GPER	chr7	1126443	1133451	28	1.83396	No	
NR_027982	RASAL2-AS1	chr1	178060643	178063128	25	0.867381	No	
NM_001270550	MDK	chr11	46402334	46405387	30	26.2205	Yes	
NM_020778	ALPK3	chr15	85359911	85416713	30	0.0647927	No	
NM_194314	ZBTB41	chr1	197122814	197169672	31	2.76978	Yes	
NM_016484	PDZD11	chrX	69506211	69509798	31	26.8676	Yes	
NM_001672	ASIP	chr20	32848171	32857148	15	0.608861	No	
NM_001134468	C7orf53	chr7	112120908	112130943	28	0.365517	No	
NR_003242	PFN1P2	chr1	144610815	144612727	24	0.135385	No	
NM_001270960	NOSIP	chr19	50058725	50083829	31	23.7134	Yes	
NM_144982	ZFC3H1	chr12	72003379	72057749	31	11.3458	Yes	
NM_006930	SKP1	chr5	133492082	133512724	31	100.576	Yes	
NM_001154	ANXA5	chr4	122589152	122618147	31	545.675	Yes	
NM_000741	CHRM4	chr11	46406640	46408107	23	0.183048	No	
NM_001077261	NCOR2	chr12	124808957	125052010	31	17.0418	Yes	
NM_001112724	STK32A	chr5	146614579	146763768	23	0.466165	No	
NM_001144061	COPB1	chr11	14479049	14521441	31	98.1948	Yes	
NM_173462	PAPLN	chr14	73704205	73741347	30	0.493248	Yes	
NR_024434	MAP3K14-AS1	chr17	43325303	43345997	28	2.6222	No	
NM_001256647	NR1H2	chr19	50879680	50886285	31	37.1719	Yes	
NR_002819	MALAT1	chr11	65265233	65273939	31	43.8913	Yes	
NM_006560	CELF1	chr11	47487489	47574792	31	14.2413	Yes	
NM_006571	DCTN6	chr8	30013813	30041155	30	33.3758	Yes	
NM_007372	DDX42	chr17	61851567	61896677	31	38.5711	Yes	
NM_145175	FAM84A	chr2	14772810	14780168	25	0.37628	No	
NM_153610	CMYA5	chr5	78985659	79096049	29	0.474129	No	
NM_012323	MAFF	chr22	38597939	38612517	30	14.5549	Yes	
NM_001077443	HNRNPC	chr14	21677296	21737638	31	63.7861	Yes	
NM_001171603	PREPL	chr2	44544748	44589001	31	17.64	Yes	
NM_000995	RPL34	chr4	109541722	109551639	31	304.574	Yes	
NM_025109	MYO19	chr17	34851599	34891305	31	4.69153	Yes	
NM_000960	PTGIR	chr19	47123725	47128354	27	3.19645	No	
NM_014169	CHMP4A	chr14	24678787	24683036	30	25.3064	Yes	
NR_027128	C21orf67	chr21	46353199	46359828	28	0.258227	No	
NM_018135	MRPS18A	chr6	43638934	43655549	31	12.9193	Yes	
NM_006472	TXNIP	chr1	145438462	145442628	31	160.934	Yes	
NM_153377	LRIG3	chr12	59265937	59314319	27	8.56459	No	
NM_173359	EIF4E3	chr3	71728440	71803924	30	2.28538	Yes	
NM_058216	RAD51C	chr17	56769963	56811692	31	10.9462	Yes	
NM_030793	FBXO38	chr5	147763498	147822399	30	9.95918	Yes	
NM_001098797	TOX2	chr20	42543492	42698254	30	5.30739	No	
NM_152605	ZNF781	chr19	38158650	38183216	27	0.315009	No	
NM_005675	DGCR6	chr22	18893736	18899601	30	1.37449	Yes	
NM_004651	USP11	chrX	47092314	47107727	31	12.5209	Yes	
NM_024867	SPEF2	chr5	35617989	35814713	29	2.45334	No	
NM_002583	PAWR	chr12	79985745	80084790	29	20.7931	Yes	
NM_022480	KLHL25	chr15	86302559	86338189	30	0.865075	Yes	
NM_001001662	ZNF782	chr9	99579273	99616389	29	0.818629	Yes	
NM_175060	CLEC14A	chr14	38723205	38725575	21	0.213543	No	
NM_003799	RNMT	chr18	13726704	13764554	31	10.375	Yes	
NM_018217	EDEM2	chr20	33703160	33735161	30	11.5076	Yes	
NM_012242	DKK1	chr10	54074041	54077417	25	525.178	No	
NM_001856	COL16A1	chr1	32117848	32169768	26	83.1314	No	
NM_014190	ADD1	chr4	2845584	2931802	31	57.4883	Yes	
NR_001288	TFAMP1	chr7	1654106	1656328	13	0.114598	No	
NM_001031734	FDX1L	chr19	10420891	10426691	31	11.9674	Yes	
NM_002985	CCL5	chr17	34198496	34207377	26	0.677187	No	
NM_007148	RNF112	chr17	19314491	19320589	29	0.153025	No	
NM_172388	NFATC1	chr18	77155772	77289323	29	1.45633	Yes	
NM_153263	ZNF549	chr19	58038693	58052244	30	2.2672	Yes	
NM_002037	FYN	chr6	111981535	112194655	31	14.309	Yes	
NM_001127350	MED18	chr1	28655513	28662478	31	8.77498	Yes	
NM_013417	IARS	chr9	94972490	95056038	31	124.408	Yes	
NM_001142523	IRAK3	chr12	66582978	66648394	29	1.3977	Yes	
NM_001202425	ZNF559-ZNF177	chr19	9434902	9493293	29	3.57304e-13	Yes	
NR_034148	LOC283143	chr11	115626051	115630918	24	0.794319	No	
NM_016505	ZCCHC17	chr1	31769842	31837780	30	19.1983	Yes	
NM_018029	EBLN2	chr3	73110810	73112471	30	0.952153	Yes	
NM_002810	PSMD4	chr1	151227197	151239954	31	53.9938	Yes	
NM_001256398	BCO2	chr11	112046208	112089649	30	0.558422	Yes	
NM_001267563	CREM	chr10	35415769	35501886	30	8.38063	Yes	
NM_015000	STK38L	chr12	27397078	27478890	31	5.34451	Yes	
NM_021927	GUF1	chr4	44680433	44702697	31	6.28609	Yes	
NM_002726	PREP	chr6	105725442	105850999	31	14.3606	Yes	
NM_001204519	P2RX5	chr17	3576522	3599698	30	1.07779	Yes	
NM_000854	GSTT2	chr22	24322314	24326106	25	0.505731	No	
NM_133343	RAD17	chr5	68665124	68710630	30	11.156	Yes	
NM_024758	AGMAT	chr1	15898194	15911605	31	0.0784319	Yes	
NM_032808	LINGO1	chr15	77905369	77924709	23	0.0848145	No	
NM_025054	VCPIP1	chr8	67542488	67579452	31	2.61211	Yes	
NM_001172411	VANGL1	chr1	116184574	116240845	31	3.51925	Yes	
NM_007007	CPSF6	chr12	69633317	69668138	31	8.47989	Yes	
NM_148176	PPIL2	chr22	22020273	22052202	31	12.9517	Yes	
NR_003677	PSIMCT-1	chr20	30135185	30136019	29	2.56671	No	
NM_001271650	AZI2	chr3	28363844	28390618	31	32.0913	Yes	
NM_001101330	LOC728819	chr2	43902292	43903461	19	0.718547	No	
NM_001135604	ESM1	chr5	54273695	54281414	21	1.22745	No	
NM_003124	SPR	chr2	73114512	73119289	30	9.95548	No	
NM_001170637	SRGAP2	chr1	206516200	206637783	31	5.74648	Yes	
NM_003736	PCDHGB4	chr5	140767452	140892546	30	2.30536	No	
NM_001419	ELAVL1	chr19	8023457	8070529	31	10.2368	Yes	
NM_004451	ESRRA	chr11	64073044	64084210	31	7.11213	Yes	
NM_138466	ZNF837	chr19	58878990	58892389	27	0.267946	No	
NM_152400	C4orf32	chr4	113066553	113110237	31	3.11924	Yes	
NM_033121	ANKRD13A	chr12	110437235	110477235	31	53.9082	Yes	
NM_001258205	TRPV3	chr17	3413796	3461289	27	0.391663	No	
NM_001142885	TMOD2	chr15	52043758	52108558	30	2.11278	Yes	
NM_138270	ATRX	chrX	76760356	77041719	31	8.99792	Yes	
NM_001012706	C14orf182	chr14	50448430	50474238	24	0.0932208	No	
NM_198194	STOM	chr9	124101266	124132582	31	86.518	Yes	
NM_003972	BTAF1	chr10	93683736	93790080	31	12.2899	Yes	
NM_000696	ALDH9A1	chr1	165631449	165667900	31	26.2009	Yes	
NR_026676	RPS2P32	chr7	23530007	23531031	28	0.281817	Yes	
NM_005149	TBX19	chr1	168250278	168283664	28	0.97216	No	
NM_001083908	DNAAF2	chr14	50091892	50101948	31	3.35446	Yes	
NM_138820	HIGD2A	chr5	175815784	175816751	31	55.7102	Yes	
NR_038407	LINC00525	chr7	47801074	47806370	15	0.235134	No	
NM_002227	JAK1	chr1	65298906	65432187	31	55.9231	Yes	
NM_004866	SCAMP1	chr5	77656339	77776562	31	12.4881	Yes	
NM_016593	CYP39A1	chr6	46517445	46620523	24	0.335649	No	
NM_004595	SMS	chrX	21958691	22012955	31	23.6326	Yes	
NM_144571	CNOT6L	chr4	78634541	78740544	31	1.96628	Yes	
NM_004973	JARID2	chr6	15246206	15522273	31	3.77761	Yes	
NM_001202516	CFLAR	chr2	201980877	202037411	31	23.0976	Yes	
NM_016407	RTFDC1	chr20	55043647	55093942	31	65.1688	Yes	
NM_148896	NPB	chr17	79860072	79860781	26	1.12043	No	
NM_001031737	CCDC78	chr16	772582	776473	24	0.493333	No	
NM_001807	CEL	chr9	135937365	135947250	28	0.212075	No	
NR_037665	LOC100506548	chr5	40825365	40829244	30	16.6796	Yes	
NM_001080779	MYO1C	chr17	1367480	1396001	31	96.2427	Yes	
NR_038885	LOC100506385	chr21	36118122	36157168	20	0.402382	No	
NM_015039	NMNAT2	chr1	183217372	183387634	29	1.10304	No	
NM_004581	RABGGTA	chr14	24734744	24740833	31	8.0935	Yes	
NR_040068	LOXL1-AS1	chr15	74209809	74220589	27	4.1854	No	
NM_001272101	MMP19	chr12	56229214	56236767	30	7.96323	No	
NM_001010908	C1QL3	chr10	16555742	16564004	28	0.808646	No	
NM_032901	COX14	chr12	50505764	50514240	31	29.1895	Yes	
NR_045620	NDUFAF1	chr15	41679547	41694658	30	9.00059	Yes	
NM_005165	ALDOC	chr17	26900133	26903951	31	17.269	Yes	
NM_001001669	ARHGEF37	chr5	148961135	149014527	29	0.794249	No	
NM_016213	TRIP4	chr15	64680003	64747502	31	9.42586	Yes	
NM_001172568	MYD88	chr3	38179969	38184512	31	15.5046	Yes	
NM_022469	GREM2	chr1	240652873	240775462	24	2.733	No	
NR_038282	PTPRG-AS1	chr3	62247494	62304622	28	0.388535	No	
NM_032765	TRIM52	chr5	180683386	180688119	30	4.00103	Yes	
NM_173618	INO80E	chr16	30007531	30017112	31	9.43413	Yes	
NM_000361	THBD	chr20	23026270	23030301	28	0.241771	No	
NM_002237	KCNG1	chr20	49620193	49639675	25	3.78737	No	
NM_001010897	SERP2	chr13	44947978	44971850	24	3.98914	No	
NM_001256487	GOLGB1	chr3	121382046	121468614	30	19.4939	Yes	
NM_001143676	SGK1	chr6	134490384	134639196	31	24.1419	Yes	
NM_020166	MCCC1	chr3	182733006	182817365	30	9.03261	Yes	
NM_001258368	DIAPH3	chr13	60239721	60738119	27	3.35666	No	
NM_001972	ELANE	chr19	852291	856246	21	0.321349	No	
NM_001453	FOXC1	chr6	1610681	1614129	29	10.1962	No	
NM_033331	CDC14B	chr9	99262395	99382112	30	5.35333	Yes	
NM_001165034	RNF182	chr6	13924677	13980240	25	0.301365	No	
NM_004932	CDH6	chr5	31193762	31329253	24	0.497759	No	
NR_030365	MIR635	chr17	66420592	66420689	10	278.167	No	
NM_001270895	TRAPPC3	chr1	36602170	36621654	31	41.6494	Yes	
NM_001002245	ANAPC11	chr17	79849599	79858363	31	51.801	Yes	
NM_003383	VLDLR	chr9	2621793	2654485	29	34.0042	No	
NM_016328	GTF2IRD1	chr7	73868120	74016920	30	7.33944	Yes	
NM_004558	NRTN	chr19	5823818	5828335	24	0.51416	No	
NM_198850	PHLDB3	chr19	43979255	44008985	30	1.82264	Yes	
NM_030818	CCDC130	chr19	13858753	13874106	31	11.1798	Yes	
NM_001164267	WDR46	chr6	33246880	33257304	30	6.37163	Yes	
NM_001145135	CPT1B	chr22	51007290	51017096	30	3.38725	Yes	
NM_138285	NUP35	chr2	183989083	184026408	31	4.04781	Yes	
NM_003861	DCAF5	chr14	69517637	69619914	31	10.0458	Yes	
NM_001159746	ABR	chr17	906758	1090616	31	14.4757	Yes	
NM_016725	FOLR1	chr11	71900602	71907367	22	0.31223	No	
NM_000463	UGT1A1	chr2	234668919	234681945	19	8.72023e-08	No	
NM_017880	C2orf42	chr2	70377017	70418151	31	5.78435	Yes	
NM_001711	BGN	chrX	152760347	152775004	25	301.819	No	
NM_173811	HARBI1	chr11	46624856	46638777	29	1.57994	Yes	
NM_032834	ALG10	chr12	34175216	34181236	30	0.633251	Yes	
NM_015549	PLEKHG3	chr14	65171193	65211060	29	1.26826	No	
NM_001127366	PAX3	chr2	223064606	223163715	16	2.41605	No	
NM_080430	SELM	chr22	31500763	31503551	27	179.109	No	
NM_014633	CTR9	chr11	10772811	10801290	31	15.7256	Yes	
NM_001173425	DFNB31	chr9	117164360	117267736	30	0.781467	No	
NM_014830	ZBTB39	chr12	57392617	57400297	31	1.53381	Yes	
NM_001004106	GRK6	chr5	176853687	176869850	31	9.02597	Yes	
NR_024356	FBLL1	chr5	167956582	167957639	21	0.270927	No	
NM_002887	RARS	chr5	167913463	167946309	31	37.9242	Yes	
NM_001066	TNFRSF1B	chr1	12227060	12269277	30	0.199978	Yes	
NM_015409	EP400	chr12	132434465	132565011	31	3.72477	Yes	
NR_003266	LOC220729	chr3	197340898	197354752	30	6.82052	Yes	
NM_004230	S1PR2	chr19	10332109	10341948	30	2.46434	Yes	
NM_022772	EPS8L2	chr11	706120	727727	31	11.8169	Yes	
NM_001135726	HMBOX1	chr8	28747911	28910242	31	1.4018	Yes	
NM_002737	PRKCA	chr17	64298926	64806862	31	13.5865	Yes	
NM_001271	CHD2	chr15	93443551	93571237	31	11.2656	Yes	
NM_001433	ERN1	chr17	62120390	62207502	29	1.70442	No	
NM_001006641	SLC25A25	chr9	130830479	130871537	31	5.60384	Yes	
NM_001984	ESD	chr13	47345391	47371367	30	96.4831	Yes	
NR_046702	PRICKLE2-AS3	chr3	64173220	64187236	20	0.160287	No	
NM_001134939	OAZ3	chr1	151735445	151743806	31	4.64169	Yes	
NM_015470	RAB11FIP5	chr2	73300510	73340146	31	22.254	Yes	
NR_026874	LOC100130417	chr1	852953	854817	12	4.75407	No	
NM_153225	SBSPON	chr8	73976778	74005507	29	15.322	No	
NM_002137	HNRNPA2B1	chr7	26229556	26240413	31	100.63	Yes	
NR_002936	TOB2P1	chr6	28183116	28186707	29	0.478046	Yes	
NM_024672	THAP9	chr4	83821837	83841284	31	0.905221	Yes	
NM_004863	SPTLC2	chr14	77972340	78083110	31	14.1267	Yes	
NM_197956	NAIF1	chr9	130823512	130829599	31	2.89761	Yes	
NR_037879	LOC100505876	chr2	37423635	37431886	31	10.9856	Yes	
NM_013432	TONSL	chr8	145654163	145669812	30	1.2881	Yes	
NM_023008	KRI1	chr19	10663761	10676702	31	5.36927	Yes	
NM_014165	NDUFAF4	chr6	97337187	97345767	31	3.14509	Yes	
NM_001024594	C1orf53	chr1	197871682	197876497	29	3.8642	No	
NM_018178	GOLPH3L	chr1	150618701	150669672	30	9.04597	Yes	
NM_001172703	GGA3	chr17	73232694	73258444	31	6.34393	Yes	
NM_020137	GRIPAP1	chrX	48830134	48858675	31	11.745	Yes	
NM_001171080	RBM41	chrX	106305118	106362057	31	5.21038	Yes	
NR_024337	SERTAD4-AS1	chr1	210404804	210407466	21	10.0933	No	
NM_018444	PDP1	chr8	94929083	94938296	30	5.17003	Yes	
NR_034179	LOC653712	chr3	128580351	128590384	19	0.25708	No	
NM_022716	PRRX1	chr1	170633313	170708541	23	25.7526	No	
NM_020223	FAM20C	chr7	192969	300740	28	27.4846	No	
NR_015427	LINC00094	chr9	136890561	136896719	30	5.10447	Yes	
NM_024854	PYROXD1	chr12	21590538	21624182	30	2.77413	Yes	
NM_014657	TTI1	chr20	36611423	36661833	31	4.9892	Yes	
NM_022763	FNDC3B	chr3	171757418	172118492	31	46.8225	Yes	
NM_022362	MMS19	chr10	99218081	99258366	31	16.0141	Yes	
NM_015966	ERGIC3	chr20	34129778	34145405	31	168.839	Yes	
NM_004975	KCNB1	chr20	47988505	48099181	22	0.195418	No	
NR_026762	LINC00263	chr10	102133333	102148111	29	1.47558	Yes	
NM_005516	HLA-E	chr6	30457183	30461982	31	12.8018	Yes	
NM_012254	SLC27A5	chr19	59009700	59023432	30	0.53534	Yes	
NM_004490	GRB14	chr2	165349323	165478360	25	0.211978	No	
NM_144631	ZNF513	chr2	27600098	27603611	31	6.53291	Yes	
NM_003217	TMBIM6	chr12	50135293	50158717	31	215.928	Yes	
NR_029193	SH3RF3-AS1	chr2	109743784	109746575	25	2.86088	No	
NM_024958	NRSN2	chr20	327370	335512	29	23.3282	Yes	
